SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,LOD,NPX
Sample_044,44,OID00002,P01375,TNF,0.012,Inflammation,v1.0,Plate_2,PASS,0.75,5.3275
Sample_044,44,OID00003,P10145,CXCL8,0.046,Inflammation,v1.0,Plate_2,PASS,0.96,5.4885
Sample_044,44,OID00004,P13232,IL10,0.035,Inflammation,v1.0,Plate_2,PASS,0.65,7.9401
Sample_044,44,OID00005,P01579,IFNG,0.023,Inflammation,v1.0,Plate_2,PASS,1.34,3.6561
Sample_044,44,OID00006,P22301,IL1RL1,0.024,Inflammation,v1.0,Plate_2,PASS,0.14,2.7217
Sample_044,44,OID00007,P05112,IL4,0.038,Inflammation,v1.0,Plate_2,PASS,0.34,4.0072
Sample_044,44,OID00008,P60568,IL2,0.006,Inflammation,v1.0,Plate_2,PASS,0.95,6.3407
Sample_044,44,OID00009,P01374,LTA,0.016,Inflammation,v1.0,Plate_2,PASS,1.22,7.2081
Sample_044,44,OID00010,P29459,IL12A,0.040,Inflammation,v1.0,Plate_2,PASS,1.01,6.6673
Sample_044,44,OID00011,Q16552,IL17A,0.031,Inflammation,v1.0,Plate_2,PASS,0.68,3.5138
Sample_044,44,OID00012,Q9NPH3,IL1A,0.049,Inflammation,v1.0,Plate_2,PASS,0.87,4.6898
Sample_044,44,OID00013,P01583,IL1B,0.030,Inflammation,v1.0,Plate_2,PASS,1.24,3.9797
Sample_044,44,OID00014,P18510,IL1RN,0.022,Inflammation,v1.0,Plate_2,PASS,1.20,5.9131
Sample_044,44,OID00015,P10147,CCL3,0.033,Inflammation,v1.0,Plate_2,PASS,0.43,5.4372
Sample_044,44,OID00016,P13236,CCL4,0.047,Inflammation,v1.0,Plate_2,PASS,0.21,3.1703
Sample_044,44,OID00017,P13501,CCL5,0.023,Inflammation,v1.0,Plate_2,PASS,0.93,3.4526
Sample_044,44,OID00018,P78556,CCL20,0.041,Inflammation,v1.0,Plate_2,PASS,0.88,4.2215
Sample_044,44,OID00019,P02778,CXCL10,0.005,Inflammation,v1.0,Plate_2,PASS,0.20,6.6767
Sample_044,44,OID00020,Q07325,CXCL9,0.039,Inflammation,v1.0,Plate_2,PASS,1.24,8.3516
Sample_044,44,OID00021,P09341,GRO1,0.005,Inflammation,v1.0,Plate_2,PASS,1.02,3.7314
Sample_044,44,OID00022,P01137,TGFB1,0.044,Inflammation,v1.0,Plate_2,PASS,1.24,6.2078
Sample_044,44,OID00023,P09038,FGF2,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.10,6.7509
Sample_044,44,OID00024,P15692,VEGFA,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.31,3.7819
Sample_044,44,OID00025,P01189,POMC,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.37,3.4821
Sample_044,44,OID00026,P01308,INS,0.029,Cardiometabolic,v1.0,Plate_2,PASS,0.54,6.2560
Sample_044,44,OID00027,P01258,CALCA,0.022,Cardiometabolic,v1.0,Plate_2,PASS,1.42,6.0930
Sample_044,44,OID00028,P06858,LPL,0.017,Cardiometabolic,v1.0,Plate_2,PASS,1.48,4.3369
Sample_044,44,OID00029,P04114,APOB,0.020,Cardiometabolic,v1.0,Plate_2,PASS,1.48,5.1622
Sample_044,44,OID00030,P02647,APOA1,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.28,5.1019
Sample_044,44,OID00031,P02649,APOE,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.17,3.7111
Sample_044,44,OID00032,P05155,SERPING1,0.018,Cardiometabolic,v1.0,Plate_2,PASS,1.25,6.3860
Sample_044,44,OID00033,P02741,CRP,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.43,6.9340
Sample_044,44,OID00034,P02787,TF,0.016,Cardiometabolic,v1.0,Plate_2,PASS,0.65,2.6992
Sample_044,44,OID00035,P00738,HP,0.033,Cardiometabolic,v1.0,Plate_2,PASS,0.86,3.9105
Sample_044,44,OID00036,P02768,ALB,0.009,Cardiometabolic,v1.0,Plate_2,PASS,0.76,5.9877
Sample_044,44,OID00037,P04217,A1BG,0.008,Cardiometabolic,v1.0,Plate_2,PASS,1.28,2.4482
Sample_044,44,OID00038,P01023,A2M,0.034,Cardiometabolic,v1.0,Plate_2,PASS,1.50,7.2613
Sample_044,44,OID00039,P10909,CLU,0.036,Cardiometabolic,v1.0,Plate_2,PASS,0.12,5.3847
Sample_044,44,OID00040,P01024,C3,0.022,Cardiometabolic,v1.0,Plate_2,PASS,0.78,5.4324
Sample_045,45,OID00001,P05231,IL6,0.021,Inflammation,v1.0,Plate_2,PASS,1.00,5.6297
Sample_045,45,OID00002,P01375,TNF,0.039,Inflammation,v1.0,Plate_2,PASS,0.74,4.9612
Sample_045,45,OID00003,P10145,CXCL8,0.025,Inflammation,v1.0,Plate_2,PASS,0.35,3.7483
Sample_045,45,OID00004,P13232,IL10,0.023,Inflammation,v1.0,Plate_2,PASS,0.87,4.0362
Sample_045,45,OID00005,P01579,IFNG,0.029,Inflammation,v1.0,Plate_2,PASS,0.95,4.4091
Sample_045,45,OID00006,P22301,IL1RL1,0.012,Inflammation,v1.0,Plate_2,PASS,1.29,5.7588
Sample_045,45,OID00007,P05112,IL4,0.018,Inflammation,v1.0,Plate_2,PASS,0.86,3.4571
Sample_045,45,OID00008,P60568,IL2,0.028,Inflammation,v1.0,Plate_2,PASS,1.47,4.9832
Sample_045,45,OID00009,P01374,LTA,0.035,Inflammation,v1.0,Plate_2,PASS,0.77,4.7944
Sample_045,45,OID00010,P29459,IL12A,0.037,Inflammation,v1.0,Plate_2,PASS,0.30,4.2942
Sample_045,45,OID00011,Q16552,IL17A,0.023,Inflammation,v1.0,Plate_2,PASS,1.19,9.2801
Sample_045,45,OID00012,Q9NPH3,IL1A,0.044,Inflammation,v1.0,Plate_2,PASS,0.21,4.5568
Sample_045,45,OID00013,P01583,IL1B,0.048,Inflammation,v1.0,Plate_2,PASS,1.14,6.4411
Sample_045,45,OID00014,P18510,IL1RN,0.032,Inflammation,v1.0,Plate_2,PASS,0.21,5.8950
Sample_045,45,OID00015,P10147,CCL3,0.017,Inflammation,v1.0,Plate_2,PASS,0.17,5.3865
Sample_045,45,OID00016,P13236,CCL4,0.023,Inflammation,v1.0,Plate_2,PASS,1.19,3.7603
Sample_045,45,OID00017,P13501,CCL5,0.021,Inflammation,v1.0,Plate_2,PASS,1.13,3.3170
Sample_045,45,OID00018,P78556,CCL20,0.040,Inflammation,v1.0,Plate_2,PASS,1.44,4.8658
Sample_045,45,OID00019,P02778,CXCL10,0.037,Inflammation,v1.0,Plate_2,PASS,1.39,4.9019
Sample_045,45,OID00020,Q07325,CXCL9,0.028,Inflammation,v1.0,Plate_2,PASS,1.12,5.3902
Sample_045,45,OID00021,P09341,GRO1,0.003,Inflammation,v1.0,Plate_2,PASS,0.34,6.5733
Sample_045,45,OID00022,P01137,TGFB1,0.040,Inflammation,v1.0,Plate_2,PASS,1.49,5.6392
Sample_045,45,OID00023,P09038,FGF2,0.025,Cardiometabolic,v1.0,Plate_2,PASS,0.22,4.1242
Sample_045,45,OID00024,P15692,VEGFA,0.014,Cardiometabolic,v1.0,Plate_2,PASS,1.29,4.1317
Sample_045,45,OID00025,P01189,POMC,0.001,Cardiometabolic,v1.0,Plate_2,PASS,1.30,5.8197
Sample_045,45,OID00026,P01308,INS,0.009,Cardiometabolic,v1.0,Plate_2,PASS,0.26,5.9013
Sample_045,45,OID00027,P01258,CALCA,0.040,Cardiometabolic,v1.0,Plate_2,PASS,0.73,4.2801
Sample_045,45,OID00028,P06858,LPL,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.47,4.5319
Sample_045,45,OID00029,P04114,APOB,0.017,Cardiometabolic,v1.0,Plate_2,PASS,1.31,2.3235
Sample_045,45,OID00030,P02647,APOA1,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.22,5.2544
Sample_045,45,OID00031,P02649,APOE,0.050,Cardiometabolic,v1.0,Plate_2,PASS,0.79,5.7943
Sample_045,45,OID00032,P05155,SERPING1,0.012,Cardiometabolic,v1.0,Plate_2,PASS,1.18,4.6500
Sample_045,45,OID00033,P02741,CRP,0.037,Cardiometabolic,v1.0,Plate_2,PASS,0.40,3.0121
Sample_045,45,OID00034,P02787,TF,0.032,Cardiometabolic,v1.0,Plate_2,PASS,0.58,5.7844
Sample_045,45,OID00035,P00738,HP,0.020,Cardiometabolic,v1.0,Plate_2,PASS,0.33,5.0257
Sample_045,45,OID00036,P02768,ALB,0.037,Cardiometabolic,v1.0,Plate_2,PASS,0.52,4.2556
Sample_045,45,OID00037,P04217,A1BG,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.63,5.0282
Sample_045,45,OID00038,P01023,A2M,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.76,3.1504
Sample_045,45,OID00039,P10909,CLU,0.022,Cardiometabolic,v1.0,Plate_2,PASS,1.40,5.1589
Sample_045,45,OID00040,P01024,C3,0.048,Cardiometabolic,v1.0,Plate_2,PASS,1.05,4.8313
Sample_046,46,OID00001,P05231,IL6,0.032,Inflammation,v1.0,Plate_2,PASS,1.38,4.8223
Sample_046,46,OID00002,P01375,TNF,0.022,Inflammation,v1.0,Plate_2,PASS,1.44,4.6039
Sample_046,46,OID00003,P10145,CXCL8,0.013,Inflammation,v1.0,Plate_2,PASS,0.57,7.5810
Sample_046,46,OID00004,P13232,IL10,0.033,Inflammation,v1.0,Plate_2,PASS,0.24,3.5394
Sample_046,46,OID00005,P01579,IFNG,0.037,Inflammation,v1.0,Plate_2,PASS,1.15,2.9973
Sample_046,46,OID00006,P22301,IL1RL1,0.010,Inflammation,v1.0,Plate_2,PASS,0.92,6.6325
Sample_046,46,OID00007,P05112,IL4,0.027,Inflammation,v1.0,Plate_2,PASS,0.35,3.8012
Sample_046,46,OID00008,P60568,IL2,0.042,Inflammation,v1.0,Plate_2,PASS,1.04,6.9589
Sample_046,46,OID00009,P01374,LTA,0.022,Inflammation,v1.0,Plate_2,PASS,0.25,5.6782
Sample_046,46,OID00010,P29459,IL12A,0.014,Inflammation,v1.0,Plate_2,PASS,0.41,5.0511
Sample_046,46,OID00011,Q16552,IL17A,0.047,Inflammation,v1.0,Plate_2,PASS,0.23,5.1150
Sample_046,46,OID00012,Q9NPH3,IL1A,0.042,Inflammation,v1.0,Plate_2,PASS,1.02,5.3077
Sample_046,46,OID00013,P01583,IL1B,0.006,Inflammation,v1.0,Plate_2,PASS,1.09,7.0359
Sample_046,46,OID00014,P18510,IL1RN,0.006,Inflammation,v1.0,Plate_2,PASS,1.30,4.3454
Sample_046,46,OID00015,P10147,CCL3,0.048,Inflammation,v1.0,Plate_2,PASS,0.89,3.2145
Sample_046,46,OID00016,P13236,CCL4,0.035,Inflammation,v1.0,Plate_2,PASS,1.35,2.3225
Sample_046,46,OID00017,P13501,CCL5,0.032,Inflammation,v1.0,Plate_2,PASS,1.41,4.9647
Sample_046,46,OID00018,P78556,CCL20,0.014,Inflammation,v1.0,Plate_2,PASS,1.39,6.6822
Sample_046,46,OID00019,P02778,CXCL10,0.016,Inflammation,v1.0,Plate_2,PASS,1.18,2.0924
Sample_046,46,OID00020,Q07325,CXCL9,0.004,Inflammation,v1.0,Plate_2,PASS,0.33,6.4362
Sample_046,46,OID00021,P09341,GRO1,0.003,Inflammation,v1.0,Plate_2,PASS,0.57,5.2498
Sample_046,46,OID00022,P01137,TGFB1,0.013,Inflammation,v1.0,Plate_2,PASS,1.44,3.5477
Sample_046,46,OID00023,P09038,FGF2,0.031,Cardiometabolic,v1.0,Plate_2,PASS,1.40,3.3752
Sample_046,46,OID00024,P15692,VEGFA,0.025,Cardiometabolic,v1.0,Plate_2,PASS,0.35,5.6365
Sample_046,46,OID00025,P01189,POMC,0.032,Cardiometabolic,v1.0,Plate_2,PASS,0.41,6.5875
Sample_046,46,OID00026,P01308,INS,0.036,Cardiometabolic,v1.0,Plate_2,PASS,1.38,7.0170
Sample_046,46,OID00027,P01258,CALCA,0.013,Cardiometabolic,v1.0,Plate_2,PASS,0.90,5.4650
Sample_046,46,OID00028,P06858,LPL,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.72,5.3528
Sample_046,46,OID00029,P04114,APOB,0.033,Cardiometabolic,v1.0,Plate_2,PASS,1.41,6.2733
Sample_046,46,OID00030,P02647,APOA1,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.47,6.7263
Sample_046,46,OID00031,P02649,APOE,0.047,Cardiometabolic,v1.0,Plate_2,PASS,0.82,6.6195
Sample_046,46,OID00032,P05155,SERPING1,0.022,Cardiometabolic,v1.0,Plate_2,PASS,0.79,3.8937
Sample_046,46,OID00033,P02741,CRP,0.027,Cardiometabolic,v1.0,Plate_2,PASS,1.20,6.4563
Sample_046,46,OID00034,P02787,TF,0.048,Cardiometabolic,v1.0,Plate_2,PASS,0.10,2.8293
Sample_046,46,OID00035,P00738,HP,0.047,Cardiometabolic,v1.0,Plate_2,PASS,0.89,5.7128
Sample_046,46,OID00036,P02768,ALB,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.60,3.4339
Sample_046,46,OID00037,P04217,A1BG,0.005,Cardiometabolic,v1.0,Plate_2,PASS,1.44,3.2787
Sample_046,46,OID00038,P01023,A2M,0.048,Cardiometabolic,v1.0,Plate_2,PASS,0.85,6.2405
Sample_046,46,OID00039,P10909,CLU,0.032,Cardiometabolic,v1.0,Plate_2,PASS,1.17,6.4561
Sample_046,46,OID00040,P01024,C3,0.002,Cardiometabolic,v1.0,Plate_2,PASS,0.35,5.8060
Sample_047,47,OID00001,P05231,IL6,0.045,Inflammation,v1.0,Plate_2,PASS,1.07,4.2708
Sample_047,47,OID00002,P01375,TNF,0.018,Inflammation,v1.0,Plate_2,PASS,0.98,5.6497
Sample_047,47,OID00003,P10145,CXCL8,0.007,Inflammation,v1.0,Plate_2,PASS,1.13,6.8285
Sample_047,47,OID00004,P13232,IL10,0.036,Inflammation,v1.0,Plate_2,PASS,0.37,6.0792
Sample_047,47,OID00005,P01579,IFNG,0.027,Inflammation,v1.0,Plate_2,PASS,0.19,3.5494
Sample_047,47,OID00006,P22301,IL1RL1,0.027,Inflammation,v1.0,Plate_2,PASS,0.53,4.0413
Sample_047,47,OID00007,P05112,IL4,0.002,Inflammation,v1.0,Plate_2,PASS,1.49,5.8274
Sample_047,47,OID00008,P60568,IL2,0.039,Inflammation,v1.0,Plate_2,PASS,0.18,3.5858
Sample_047,47,OID00009,P01374,LTA,0.033,Inflammation,v1.0,Plate_2,PASS,1.23,5.7253
Sample_047,47,OID00010,P29459,IL12A,0.034,Inflammation,v1.0,Plate_2,PASS,0.74,5.2000
Sample_047,47,OID00011,Q16552,IL17A,0.046,Inflammation,v1.0,Plate_2,PASS,0.91,5.5996
Sample_047,47,OID00012,Q9NPH3,IL1A,0.007,Inflammation,v1.0,Plate_2,PASS,0.15,4.3948
Sample_047,47,OID00013,P01583,IL1B,0.002,Inflammation,v1.0,Plate_2,PASS,1.39,4.0380
Sample_047,47,OID00014,P18510,IL1RN,0.007,Inflammation,v1.0,Plate_2,PASS,1.08,3.6065
Sample_047,47,OID00015,P10147,CCL3,0.040,Inflammation,v1.0,Plate_2,PASS,0.53,5.2254
Sample_047,47,OID00016,P13236,CCL4,0.009,Inflammation,v1.0,Plate_2,PASS,0.74,5.4241
Sample_047,47,OID00017,P13501,CCL5,0.025,Inflammation,v1.0,Plate_2,PASS,0.25,2.6726
Sample_047,47,OID00018,P78556,CCL20,0.011,Inflammation,v1.0,Plate_2,PASS,1.22,3.5015
Sample_047,47,OID00019,P02778,CXCL10,0.049,Inflammation,v1.0,Plate_2,PASS,1.24,5.5305
Sample_047,47,OID00020,Q07325,CXCL9,0.016,Inflammation,v1.0,Plate_2,PASS,1.05,3.5106
Sample_047,47,OID00021,P09341,GRO1,0.042,Inflammation,v1.0,Plate_2,PASS,0.29,6.9423
Sample_047,47,OID00022,P01137,TGFB1,0.038,Inflammation,v1.0,Plate_2,PASS,1.21,4.7030
Sample_047,47,OID00023,P09038,FGF2,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.27,3.8692
Sample_047,47,OID00024,P15692,VEGFA,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.68,4.2513
Sample_047,47,OID00025,P01189,POMC,0.002,Cardiometabolic,v1.0,Plate_2,PASS,1.40,3.4779
Sample_047,47,OID00026,P01308,INS,0.042,Cardiometabolic,v1.0,Plate_2,PASS,0.24,4.4692
Sample_047,47,OID00027,P01258,CALCA,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.12,3.0214
Sample_047,47,OID00028,P06858,LPL,0.009,Cardiometabolic,v1.0,Plate_2,PASS,0.11,3.3114
Sample_047,47,OID00029,P04114,APOB,0.021,Cardiometabolic,v1.0,Plate_2,PASS,1.34,6.8458
Sample_047,47,OID00030,P02647,APOA1,0.039,Cardiometabolic,v1.0,Plate_2,PASS,1.23,6.1575
Sample_047,47,OID00031,P02649,APOE,0.026,Cardiometabolic,v1.0,Plate_2,PASS,1.00,4.6389
Sample_047,47,OID00032,P05155,SERPING1,0.047,Cardiometabolic,v1.0,Plate_2,PASS,0.68,4.0468
Sample_047,47,OID00033,P02741,CRP,0.025,Cardiometabolic,v1.0,Plate_2,PASS,0.35,4.6808
Sample_047,47,OID00034,P02787,TF,0.031,Cardiometabolic,v1.0,Plate_2,PASS,1.43,4.7341
Sample_047,47,OID00035,P00738,HP,0.012,Cardiometabolic,v1.0,Plate_2,PASS,0.11,5.2820
Sample_047,47,OID00036,P02768,ALB,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.26,3.6420
Sample_047,47,OID00037,P04217,A1BG,0.027,Cardiometabolic,v1.0,Plate_2,PASS,1.17,6.1725
Sample_047,47,OID00038,P01023,A2M,0.039,Cardiometabolic,v1.0,Plate_2,PASS,0.41,5.8042
Sample_047,47,OID00039,P10909,CLU,0.040,Cardiometabolic,v1.0,Plate_2,PASS,0.37,4.3491
Sample_047,47,OID00040,P01024,C3,0.048,Cardiometabolic,v1.0,Plate_2,PASS,1.06,3.9839
Sample_048,48,OID00001,P05231,IL6,0.002,Inflammation,v1.0,Plate_2,PASS,1.04,4.0778
Sample_048,48,OID00002,P01375,TNF,0.014,Inflammation,v1.0,Plate_2,PASS,1.00,5.1496
Sample_048,48,OID00003,P10145,CXCL8,0.038,Inflammation,v1.0,Plate_2,PASS,1.23,3.7592
Sample_048,48,OID00004,P13232,IL10,0.037,Inflammation,v1.0,Plate_2,PASS,0.16,5.5400
Sample_048,48,OID00005,P01579,IFNG,0.024,Inflammation,v1.0,Plate_2,PASS,1.20,5.8310
Sample_048,48,OID00006,P22301,IL1RL1,0.045,Inflammation,v1.0,Plate_2,PASS,0.26,4.5757
Sample_048,48,OID00007,P05112,IL4,0.010,Inflammation,v1.0,Plate_2,PASS,0.56,4.6407
Sample_048,48,OID00008,P60568,IL2,0.016,Inflammation,v1.0,Plate_2,PASS,1.05,3.0219
Sample_048,48,OID00009,P01374,LTA,0.037,Inflammation,v1.0,Plate_2,PASS,0.24,5.2413
Sample_048,48,OID00010,P29459,IL12A,0.019,Inflammation,v1.0,Plate_2,PASS,1.32,3.6893
Sample_048,48,OID00011,Q16552,IL17A,0.045,Inflammation,v1.0,Plate_2,PASS,0.78,5.3103
Sample_048,48,OID00012,Q9NPH3,IL1A,0.046,Inflammation,v1.0,Plate_2,PASS,0.30,6.6641
Sample_048,48,OID00013,P01583,IL1B,0.036,Inflammation,v1.0,Plate_2,PASS,0.29,3.5742
Sample_048,48,OID00014,P18510,IL1RN,0.049,Inflammation,v1.0,Plate_2,PASS,0.98,5.4143
Sample_048,48,OID00015,P10147,CCL3,0.003,Inflammation,v1.0,Plate_2,PASS,1.07,5.2314
Sample_048,48,OID00016,P13236,CCL4,0.043,Inflammation,v1.0,Plate_2,PASS,0.29,5.7475
Sample_048,48,OID00017,P13501,CCL5,0.044,Inflammation,v1.0,Plate_2,PASS,0.58,4.1117
Sample_048,48,OID00018,P78556,CCL20,0.039,Inflammation,v1.0,Plate_2,PASS,0.95,5.2365
Sample_048,48,OID00019,P02778,CXCL10,0.049,Inflammation,v1.0,Plate_2,PASS,0.34,3.6653
Sample_048,48,OID00020,Q07325,CXCL9,0.004,Inflammation,v1.0,Plate_2,PASS,1.30,3.4273
Sample_048,48,OID00021,P09341,GRO1,0.030,Inflammation,v1.0,Plate_2,PASS,1.49,6.0826
Sample_048,48,OID00022,P01137,TGFB1,0.014,Inflammation,v1.0,Plate_2,PASS,1.27,3.6395
Sample_048,48,OID00023,P09038,FGF2,0.016,Cardiometabolic,v1.0,Plate_2,PASS,0.45,4.6934
Sample_048,48,OID00024,P15692,VEGFA,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.91,2.5706
Sample_048,48,OID00025,P01189,POMC,0.000,Cardiometabolic,v1.0,Plate_2,PASS,0.90,4.2858
Sample_048,48,OID00026,P01308,INS,0.002,Cardiometabolic,v1.0,Plate_2,PASS,1.47,4.5355
Sample_048,48,OID00027,P01258,CALCA,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.15,2.4771
Sample_048,48,OID00028,P06858,LPL,0.040,Cardiometabolic,v1.0,Plate_2,PASS,0.77,5.4706
Sample_048,48,OID00029,P04114,APOB,0.028,Cardiometabolic,v1.0,Plate_2,PASS,0.44,5.7130
Sample_048,48,OID00030,P02647,APOA1,0.037,Cardiometabolic,v1.0,Plate_2,PASS,0.12,3.5161
Sample_048,48,OID00031,P02649,APOE,0.032,Cardiometabolic,v1.0,Plate_2,PASS,0.51,5.7612
Sample_048,48,OID00032,P05155,SERPING1,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.23,4.7523
Sample_048,48,OID00033,P02741,CRP,0.037,Cardiometabolic,v1.0,Plate_2,PASS,1.30,4.2102
Sample_048,48,OID00034,P02787,TF,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.13,7.2009
Sample_048,48,OID00035,P00738,HP,0.039,Cardiometabolic,v1.0,Plate_2,PASS,0.67,5.4177
Sample_048,48,OID00036,P02768,ALB,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.62,1.9744
Sample_048,48,OID00037,P04217,A1BG,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.20,3.0093
Sample_048,48,OID00038,P01023,A2M,0.002,Cardiometabolic,v1.0,Plate_2,PASS,0.57,2.7871
Sample_048,48,OID00039,P10909,CLU,0.027,Cardiometabolic,v1.0,Plate_2,PASS,1.42,3.9371
Sample_048,48,OID00040,P01024,C3,0.039,Cardiometabolic,v1.0,Plate_2,PASS,1.21,5.5340
Sample_049,49,OID00001,P05231,IL6,0.003,Inflammation,v1.0,Plate_2,PASS,1.13,7.7023
Sample_049,49,OID00002,P01375,TNF,0.034,Inflammation,v1.0,Plate_2,PASS,1.42,6.5069
Sample_049,49,OID00003,P10145,CXCL8,0.031,Inflammation,v1.0,Plate_2,PASS,0.61,5.5546
Sample_049,49,OID00004,P13232,IL10,0.009,Inflammation,v1.0,Plate_2,PASS,0.61,4.5292
Sample_049,49,OID00005,P01579,IFNG,0.010,Inflammation,v1.0,Plate_2,PASS,1.09,4.4790
Sample_049,49,OID00006,P22301,IL1RL1,0.012,Inflammation,v1.0,Plate_2,PASS,1.47,4.7983
Sample_049,49,OID00007,P05112,IL4,0.029,Inflammation,v1.0,Plate_2,PASS,1.41,6.2941
Sample_049,49,OID00008,P60568,IL2,0.010,Inflammation,v1.0,Plate_2,PASS,1.44,6.1202
Sample_049,49,OID00009,P01374,LTA,0.013,Inflammation,v1.0,Plate_2,PASS,0.59,4.9664
Sample_049,49,OID00010,P29459,IL12A,0.014,Inflammation,v1.0,Plate_2,PASS,1.05,3.9284
Sample_049,49,OID00011,Q16552,IL17A,0.026,Inflammation,v1.0,Plate_2,PASS,0.78,6.2725
Sample_049,49,OID00012,Q9NPH3,IL1A,0.035,Inflammation,v1.0,Plate_2,PASS,0.27,5.5352
Sample_049,49,OID00013,P01583,IL1B,0.031,Inflammation,v1.0,Plate_2,PASS,0.51,4.1943
Sample_049,49,OID00014,P18510,IL1RN,0.047,Inflammation,v1.0,Plate_2,PASS,1.22,3.3339
Sample_049,49,OID00015,P10147,CCL3,0.045,Inflammation,v1.0,Plate_2,PASS,0.19,6.2881
Sample_049,49,OID00016,P13236,CCL4,0.004,Inflammation,v1.0,Plate_2,PASS,0.74,1.6733
Sample_049,49,OID00017,P13501,CCL5,0.005,Inflammation,v1.0,Plate_2,PASS,1.44,5.9915
Sample_049,49,OID00018,P78556,CCL20,0.035,Inflammation,v1.0,Plate_2,PASS,0.49,4.2599
Sample_049,49,OID00019,P02778,CXCL10,0.031,Inflammation,v1.0,Plate_2,PASS,0.83,1.9419
Sample_049,49,OID00020,Q07325,CXCL9,0.048,Inflammation,v1.0,Plate_2,PASS,0.51,5.0706
Sample_049,49,OID00021,P09341,GRO1,0.022,Inflammation,v1.0,Plate_2,PASS,0.59,4.2287
Sample_049,49,OID00022,P01137,TGFB1,0.015,Inflammation,v1.0,Plate_2,PASS,1.00,4.7945
Sample_049,49,OID00023,P09038,FGF2,0.047,Cardiometabolic,v1.0,Plate_2,PASS,0.43,7.8056
Sample_049,49,OID00024,P15692,VEGFA,0.021,Cardiometabolic,v1.0,Plate_2,PASS,1.00,6.1714
Sample_049,49,OID00025,P01189,POMC,0.030,Cardiometabolic,v1.0,Plate_2,PASS,0.56,3.8098
Sample_049,49,OID00026,P01308,INS,0.042,Cardiometabolic,v1.0,Plate_2,PASS,1.08,6.8047
Sample_049,49,OID00027,P01258,CALCA,0.039,Cardiometabolic,v1.0,Plate_2,PASS,0.28,3.7976
Sample_049,49,OID00028,P06858,LPL,0.013,Cardiometabolic,v1.0,Plate_2,PASS,0.34,5.4307
Sample_049,49,OID00029,P04114,APOB,0.002,Cardiometabolic,v1.0,Plate_2,PASS,1.18,1.0334
Sample_049,49,OID00030,P02647,APOA1,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.59,5.3940
Sample_049,49,OID00031,P02649,APOE,0.014,Cardiometabolic,v1.0,Plate_2,PASS,1.10,6.7089
Sample_049,49,OID00032,P05155,SERPING1,0.042,Cardiometabolic,v1.0,Plate_2,PASS,1.46,7.9469
Sample_049,49,OID00033,P02741,CRP,0.012,Cardiometabolic,v1.0,Plate_2,PASS,0.31,4.2191
Sample_049,49,OID00034,P02787,TF,0.016,Cardiometabolic,v1.0,Plate_2,PASS,0.16,2.9192
Sample_049,49,OID00035,P00738,HP,0.028,Cardiometabolic,v1.0,Plate_2,PASS,0.36,5.8162
Sample_049,49,OID00036,P02768,ALB,0.016,Cardiometabolic,v1.0,Plate_2,PASS,0.15,5.8314
Sample_049,49,OID00037,P04217,A1BG,0.008,Cardiometabolic,v1.0,Plate_2,PASS,0.86,4.1942
Sample_049,49,OID00038,P01023,A2M,0.046,Cardiometabolic,v1.0,Plate_2,PASS,0.52,6.2044
Sample_049,49,OID00039,P10909,CLU,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.30,3.5432
Sample_049,49,OID00040,P01024,C3,0.000,Cardiometabolic,v1.0,Plate_2,PASS,0.55,5.9959
Sample_050,50,OID00001,P05231,IL6,0.035,Inflammation,v1.0,Plate_2,PASS,0.56,4.7048
Sample_050,50,OID00002,P01375,TNF,0.014,Inflammation,v1.0,Plate_2,PASS,0.76,0.9230
Sample_050,50,OID00003,P10145,CXCL8,0.007,Inflammation,v1.0,Plate_2,PASS,0.90,8.9564
Sample_050,50,OID00004,P13232,IL10,0.045,Inflammation,v1.0,Plate_2,PASS,0.89,3.5477
